uid,vid,rate,time
505,293,3,21059
494,302,2,21060
870,418,3,21061
205,317,4,21062
72,258,2,21063
357,147,3,21064
224,104,3,21065
555,415,4,21066
815,260,4,21067
570,60,2,21068
816,413,4,21069
912,69,2,21070
953,446,3,21071
956,446,3,21072
782,256,4,21073
908,431,3,21074
895,417,4,21075
636,413,3,21076
530,118,4,21077
831,65,4,21078
244,56,3,21079
43,11,3,21080
889,423,3,21081
747,23,3,21082
795,323,3,21083
360,250,3,21084
605,379,3,21085
442,454,3,21086
891,21,3,21087
473,156,3,21088
88,201,2,21089
979,461,3,21090
480,196,4,21091
556,453,4,21092
469,379,3,21093
400,78,2,21094
550,423,1,21095
795,385,3,21096
977,154,3,21097
660,342,3,21098
902,444,3,21099
51,250,3,21100
943,381,3,21101
658,328,3,21102
907,493,3,21103
349,454,4,21104
769,272,3,21105
458,497,4,21106
124,203,3,21107
767,130,3,21108
20,77,3,21109
846,50,3,21110
361,360,2,21111
777,115,4,21112
54,291,2,21113
50,329,3,21114
784,253,4,21115
491,472,3,21116
572,346,3,21117
992,458,3,21118
908,448,3,21119
862,224,4,21120
468,335,3,21121
102,470,3,21122
969,47,3,21123
736,341,3,21124
232,69,4,21125
558,227,3,21126
521,184,4,21127
591,12,3,21128
498,444,3,21129
825,339,3,21130
323,83,2,21131
597,156,3,21132
655,490,3,21133
574,430,4,21134
554,406,3,21135
157,184,2,21136
797,490,2,21137
834,439,3,21138
535,496,4,21139
356,204,3,21140
361,223,2,21141
612,203,3,21142
7,471,4,21143
171,207,2,21144
95,161,3,21145
305,144,3,21146
257,473,3,21147
949,299,4,21148
464,101,2,21149
688,385,3,21150
327,109,3,21151
709,392,2,21152
128,452,3,21153
870,136,3,21154
909,26,4,21155
648,163,3,21156
348,467,3,21157
462,355,2,21158
642,372,3,21159
150,377,2,21160
245,109,3,21161
584,285,3,21162
274,357,4,21163
66,49,3,21164
815,2,3,21165
225,65,3,21166
505,154,4,21167
982,361,3,21168
479,110,2,21169
482,295,3,21170
273,154,4,21171
650,166,3,21172
18,344,3,21173
902,222,4,21174
568,385,2,21175
293,132,2,21176
461,337,3,21177
803,451,3,21178
343,204,3,21179
630,252,3,21180
84,184,3,21181
736,147,3,21182
388,279,4,21183
226,285,4,21184
283,180,3,21185
134,425,2,21186
290,374,3,21187
989,289,3,21188
614,200,3,21189
507,116,3,21190
843,309,2,21191
28,393,3,21192
26,466,4,21193
12,41,3,21194
932,444,3,21195
223,462,4,21196
20,386,4,21197
647,325,3,21198
732,466,3,21199
656,9,4,21200
224,140,3,21201
474,105,3,21202
779,193,3,21203
457,127,2,21204
212,150,3,21205
960,480,3,21206
895,179,3,21207
828,25,3,21208
526,21,3,21209
344,64,3,21210
762,409,3,21211
20,232,3,21212
407,486,3,21213
271,204,3,21214
297,159,3,21215
945,40,3,21216
107,124,3,21217
151,12,3,21218
714,78,3,21219
905,41,3,21220
168,248,3,21221
120,386,2,21222
438,271,2,21223
299,208,3,21224
472,157,4,21225
632,226,3,21226
420,443,3,21227
972,23,3,21228
741,25,3,21229
569,264,4,21230
637,444,3,21231
786,27,4,21232
902,300,4,21233
981,127,3,21234
93,190,3,21235
420,271,3,21236
483,4,2,21237
156,51,4,21238
242,150,3,21239
773,419,3,21240
952,416,3,21241
816,424,2,21242
79,182,3,21243
353,106,3,21244
665,292,3,21245
716,115,3,21246
528,479,3,21247
287,155,3,21248
476,24,3,21249
430,277,4,21250
986,316,3,21251
637,299,3,21252
357,275,3,21253
876,177,4,21254
343,430,2,21255
558,199,2,21256
562,438,3,21257
461,294,3,21258
269,196,3,21259
430,20,2,21260
142,247,4,21261
867,352,3,21262
464,467,4,21263
512,463,4,21264
876,337,3,21265
393,406,3,21266
785,240,2,21267
57,125,3,21268
840,365,3,21269
989,460,4,21270
51,499,4,21271
734,301,3,21272
874,268,3,21273
95,272,3,21274
322,60,3,21275
832,180,2,21276
132,415,3,21277
88,172,2,21278
823,4,4,21279
356,342,3,21280
203,161,4,21281
572,470,3,21282
463,496,3,21283
701,324,3,21284
62,43,3,21285
238,27,4,21286
197,268,3,21287
682,29,3,21288
665,208,4,21289
62,328,3,21290
56,319,3,21291
719,432,3,21292
307,62,3,21293
759,465,3,21294
652,92,3,21295
106,364,3,21296
599,300,3,21297
619,45,2,21298
76,216,3,21299
168,301,2,21300
128,200,3,21301
707,347,3,21302
267,87,2,21303
764,237,3,21304
584,418,3,21305
869,354,3,21306
160,57,3,21307
383,372,3,21308
802,429,2,21309
339,65,3,21310
939,25,3,21311
809,76,2,21312
797,371,3,21313
927,35,3,21314
530,277,3,21315
832,312,4,21316
266,281,4,21317
431,18,2,21318
338,139,4,21319
66,311,3,21320
529,368,2,21321
260,111,3,21322
919,461,2,21323
626,165,3,21324
578,254,3,21325
581,459,3,21326
819,202,3,21327
638,422,3,21328
954,409,3,21329
832,79,5,21330
687,112,2,21331
622,308,3,21332
136,132,3,21333
883,327,3,21334
188,276,4,21335
736,102,3,21336
915,441,3,21337
756,172,3,21338
917,332,3,21339
998,330,3,21340
721,190,2,21341
669,318,4,21342
224,171,3,21343
322,441,3,21344
507,448,3,21345
547,133,2,21346
36,92,2,21347
74,243,3,21348
182,204,3,21349
677,114,3,21350
408,206,3,21351
244,332,3,21352
672,12,3,21353
293,441,2,21354
983,403,3,21355
747,272,3,21356
378,113,2,21357
663,25,3,21358
679,31,2,21359
732,205,3,21360
932,341,3,21361
609,90,3,21362
475,376,2,21363
725,187,3,21364
568,106,4,21365
953,194,3,21366
533,185,4,21367
879,84,3,21368
591,328,3,21369
76,329,3,21370
382,432,3,21371
376,340,3,21372
176,425,3,21373
423,454,3,21374
173,405,3,21375
81,20,3,21376
690,497,2,21377
397,329,4,21378
224,264,2,21379
401,268,4,21380
762,272,3,21381
920,437,3,21382
271,279,3,21383
222,74,3,21384
662,424,3,21385
870,341,3,21386
928,104,3,21387
41,175,3,21388
244,252,4,21389
273,446,2,21390
333,91,2,21391
10,151,3,21392
188,447,3,21393
675,125,3,21394
210,460,3,21395
96,308,3,21396
338,46,3,21397
819,223,4,21398
974,56,2,21399
74,253,2,21400
662,58,3,21401
836,439,3,21402
597,169,3,21403
145,326,3,21404
32,2,2,21405
795,256,3,21406
125,446,2,21407
112,302,3,21408
804,341,3,21409
47,363,3,21410
786,397,3,21411
194,338,3,21412
736,212,3,21413
320,281,3,21414
137,354,3,21415
844,69,3,21416
810,69,3,21417
482,207,3,21418
711,58,3,21419
770,388,4,21420
852,350,4,21421
338,164,2,21422
756,83,3,21423
435,449,3,21424
376,446,3,21425
390,480,3,21426
820,113,3,21427
745,261,3,21428
902,171,4,21429
17,234,3,21430
309,382,4,21431
668,210,2,21432
280,318,3,21433
195,114,3,21434
396,159,3,21435
666,50,3,21436
417,283,3,21437
584,327,3,21438
340,109,3,21439
797,220,3,21440
8,396,3,21441
81,319,3,21442
293,374,3,21443
533,414,3,21444
98,169,4,21445
701,105,3,21446
831,457,2,21447
776,381,4,21448
862,427,3,21449
503,446,2,21450
679,343,3,21451
424,112,3,21452
839,305,4,21453
147,336,3,21454
731,453,3,21455
937,32,4,21456
731,318,3,21457
696,192,4,21458
872,179,3,21459
866,471,2,21460
517,390,4,21461
520,356,3,21462
572,463,3,21463
929,162,3,21464
98,147,3,21465
569,214,3,21466
315,489,2,21467
181,34,3,21468
302,45,2,21469
598,3,4,21470
777,106,4,21471
74,39,3,21472
638,182,4,21473
118,72,4,21474
551,203,3,21475
976,95,4,21476
278,142,3,21477
114,475,3,21478
883,485,4,21479
132,167,2,21480
913,244,3,21481
276,462,3,21482
258,45,2,21483
345,334,3,21484
894,236,3,21485
52,147,3,21486
698,20,2,21487
89,232,4,21488
726,368,3,21489
50,152,2,21490
835,115,3,21491
393,213,3,21492
450,338,2,21493
350,136,2,21494
284,420,2,21495
877,70,2,21496
244,37,4,21497
727,126,3,21498
583,225,2,21499
826,440,3,21500
473,443,3,21501
795,411,3,21502
813,245,3,21503
582,194,3,21504
499,469,3,21505
950,37,4,21506
116,237,2,21507
363,401,4,21508
203,350,3,21509
318,358,3,21510
516,427,3,21511
488,156,3,21512
106,227,5,21513
653,313,4,21514
171,145,3,21515
518,342,3,21516
864,445,3,21517
319,36,3,21518
498,152,2,21519
264,182,2,21520
667,136,2,21521
907,401,3,21522
986,89,3,21523
951,217,2,21524
329,185,2,21525
380,208,4,21526
562,287,3,21527
87,490,3,21528
943,135,3,21529
157,281,3,21530
919,154,3,21531
462,219,3,21532
458,166,3,21533
321,178,3,21534
840,49,2,21535
812,86,2,21536
544,274,4,21537
140,205,2,21538
735,112,4,21539
352,4,2,21540
381,211,4,21541
767,333,3,21542
474,473,3,21543
346,409,3,21544
593,492,3,21545
982,235,3,21546
494,343,3,21547
387,360,2,21548
834,252,3,21549
629,426,3,21550
29,110,3,21551
911,253,4,21552
710,294,3,21553
341,296,3,21554
286,432,4,21555
508,424,3,21556
243,220,3,21557
155,382,2,21558
747,319,3,21559
372,18,3,21560
214,366,3,21561
113,199,3,21562
24,421,3,21563
120,229,3,21564
610,345,4,21565
2,385,3,21566
772,444,3,21567
253,19,3,21568
203,293,3,21569
975,356,3,21570
127,357,3,21571
291,173,3,21572
732,354,4,21573
880,36,3,21574
309,148,3,21575
916,91,2,21576
581,83,3,21577
509,443,3,21578
419,204,2,21579
487,266,3,21580
87,251,3,21581
722,342,3,21582
60,66,3,21583
225,412,3,21584
962,334,2,21585
838,66,2,21586
639,110,3,21587
490,271,3,21588
812,33,3,21589
211,299,2,21590
372,124,4,21591
102,480,2,21592
717,119,3,21593
681,34,3,21594
893,330,3,21595
757,339,3,21596
925,308,3,21597
569,411,3,21598
398,421,3,21599
305,140,3,21600
622,162,3,21601
887,64,4,21602
617,215,2,21603
602,401,3,21604
953,25,3,21605
668,71,2,21606
43,89,3,21607
132,160,4,21608
743,379,3,21609
260,382,3,21610
368,110,3,21611
675,76,3,21612
208,12,2,21613
920,57,3,21614
897,343,3,21615
547,24,2,21616
545,139,3,21617
274,369,2,21618
36,362,3,21619
128,315,2,21620
322,432,3,21621
217,334,3,21622
941,247,3,21623
110,303,3,21624
731,195,2,21625
146,343,3,21626
508,39,3,21627
133,463,3,21628
863,477,2,21629
190,162,2,21630
455,60,3,21631
4,36,4,21632
459,216,3,21633
736,486,2,21634
727,138,4,21635
617,98,4,21636
679,448,4,21637
263,86,3,21638
595,223,3,21639
10,326,2,21640
697,349,2,21641
378,431,3,21642
230,140,4,21643
617,252,3,21644
955,48,4,21645
450,262,3,21646
490,204,4,21647
868,408,3,21648
406,50,3,21649
174,224,3,21650
260,479,3,21651
733,222,3,21652
268,297,3,21653
892,388,3,21654
918,317,3,21655
384,73,4,21656
625,218,2,21657
53,199,3,21658
883,130,4,21659
338,191,3,21660
690,385,4,21661
304,286,3,21662
751,244,3,21663
841,116,3,21664
207,484,3,21665
723,258,4,21666
379,162,4,21667
737,340,3,21668
931,63,3,21669
927,245,3,21670
529,33,3,21671
823,485,4,21672
322,180,3,21673
962,346,3,21674
705,191,3,21675
578,208,4,21676
877,166,3,21677
245,244,3,21678
677,295,3,21679
914,210,4,21680
132,196,3,21681
909,346,3,21682
48,63,3,21683
623,355,4,21684
696,103,3,21685
930,212,3,21686
516,118,2,21687
855,248,3,21688
678,382,2,21689
241,279,2,21690
423,362,3,21691
749,305,3,21692
716,485,3,21693
313,0,3,21694
682,166,3,21695
393,257,3,21696
62,271,3,21697
36,15,3,21698
765,342,4,21699
345,335,3,21700
538,446,2,21701
622,232,3,21702
989,63,3,21703
608,415,2,21704
904,266,2,21705
996,325,3,21706
925,231,2,21707
910,442,3,21708
559,349,3,21709
721,75,3,21710
246,315,3,21711
579,312,2,21712
575,181,3,21713
591,342,3,21714
714,181,4,21715
954,471,3,21716
725,422,3,21717
631,398,3,21718
240,334,3,21719
713,411,3,21720
291,53,3,21721
144,355,1,21722
597,470,4,21723
476,21,3,21724
330,291,2,21725
235,28,3,21726
694,425,3,21727
159,397,2,21728
529,37,4,21729
100,289,3,21730
376,172,3,21731
342,415,3,21732
877,66,4,21733
190,438,3,21734
554,122,3,21735
789,342,2,21736
707,332,2,21737
124,95,3,21738
889,156,3,21739
551,359,4,21740
502,172,2,21741
886,393,2,21742
460,172,2,21743
119,272,3,21744
357,385,4,21745
912,363,3,21746
857,374,2,21747
933,420,3,21748
318,260,3,21749
280,328,3,21750
123,475,3,21751
277,92,2,21752
958,34,3,21753
822,127,2,21754
531,260,2,21755
166,318,3,21756
235,31,2,21757
230,190,3,21758
841,423,2,21759
656,100,3,21760
590,456,3,21761
671,254,3,21762
699,460,3,21763
721,240,3,21764
55,136,2,21765
105,68,4,21766
701,191,3,21767
277,31,3,21768
174,257,3,21769
634,84,3,21770
987,435,4,21771
727,215,3,21772
13,36,4,21773
26,151,3,21774
153,437,3,21775
764,270,3,21776
540,483,2,21777
73,283,3,21778
570,242,3,21779
840,148,3,21780
505,9,3,21781
643,61,2,21782
387,382,3,21783
773,217,2,21784
231,335,4,21785
583,475,3,21786
527,37,3,21787
320,381,3,21788
82,433,2,21789
16,368,3,21790
667,171,3,21791
907,69,3,21792
582,254,3,21793
455,130,4,21794
560,20,3,21795
391,319,2,21796
219,186,3,21797
413,31,3,21798
714,275,4,21799
753,15,3,21800
408,315,2,21801
172,136,3,21802
178,358,2,21803
572,496,3,21804
935,103,4,21805
316,194,3,21806
767,463,3,21807
587,270,3,21808
180,131,4,21809
662,154,2,21810
759,164,4,21811
716,426,3,21812
676,487,3,21813
212,412,3,21814
765,156,3,21815
688,74,3,21816
434,177,3,21817
795,329,2,21818
311,319,3,21819
126,376,4,21820
344,224,3,21821
16,496,3,21822
992,472,3,21823
864,310,3,21824
757,136,2,21825
474,216,3,21826
195,200,3,21827
365,206,3,21828
527,399,3,21829
524,77,4,21830
213,340,3,21831
328,446,3,21832
118,424,3,21833
692,323,3,21834
841,354,3,21835
372,136,3,21836
178,431,3,21837
401,393,2,21838
980,370,2,21839
565,78,4,21840
782,394,2,21841
423,117,4,21842
367,105,3,21843
104,302,3,21844
629,381,3,21845
740,147,2,21846
865,149,3,21847
81,15,3,21848
722,73,3,21849
972,438,3,21850
535,22,4,21851
342,394,3,21852
942,257,3,21853
197,52,3,21854
650,270,3,21855
200,395,3,21856
377,378,3,21857
675,91,3,21858
534,410,3,21859
87,397,3,21860
181,354,3,21861
282,20,2,21862
560,189,3,21863
204,455,3,21864
43,491,3,21865
299,127,3,21866
993,188,4,21867
681,278,3,21868
712,384,3,21869
636,291,4,21870
310,365,2,21871
527,344,3,21872
273,481,3,21873
805,450,3,21874
531,18,2,21875
524,16,4,21876
717,29,2,21877
469,298,3,21878
303,42,3,21879
92,369,3,21880
577,118,4,21881
820,71,3,21882
845,161,3,21883
972,329,3,21884
327,454,3,21885
780,217,3,21886
253,439,3,21887
570,31,3,21888
850,119,3,21889
974,309,3,21890
513,117,2,21891
548,466,3,21892
96,358,3,21893
369,416,3,21894
256,127,4,21895
358,155,4,21896
656,56,3,21897
581,435,2,21898
686,140,3,21899
84,321,3,21900
308,17,2,21901
283,387,4,21902
41,490,4,21903
893,372,2,21904
133,101,3,21905
648,403,3,21906
492,221,3,21907
228,293,3,21908
451,485,3,21909
305,315,4,21910
908,118,2,21911
610,349,4,21912
937,323,3,21913
238,395,3,21914
319,334,4,21915
188,308,3,21916
248,25,3,21917
700,393,3,21918
651,405,3,21919
999,180,4,21920
20,162,3,21921
582,81,3,21922
154,315,3,21923
866,46,3,21924
193,223,4,21925
398,236,3,21926
279,467,4,21927
9,375,3,21928
471,151,3,21929
855,103,4,21930
123,184,3,21931
801,40,3,21932
423,10,4,21933
729,0,3,21934
925,170,3,21935
849,281,5,21936
564,124,3,21937
174,264,1,21938
776,384,2,21939
710,255,2,21940
683,58,2,21941
951,105,3,21942
946,124,3,21943
394,242,3,21944
466,209,3,21945
504,494,4,21946
314,284,3,21947
463,493,3,21948
679,263,3,21949
609,133,4,21950
428,364,4,21951
180,221,3,21952
875,481,3,21953
660,243,3,21954
312,75,3,21955
880,261,3,21956
379,133,3,21957
308,251,4,21958
776,324,3,21959
841,366,3,21960
455,342,3,21961
548,70,4,21962
261,236,2,21963
818,489,4,21964
462,354,3,21965
689,95,3,21966
909,226,4,21967
522,265,3,21968
188,208,4,21969
12,376,2,21970
161,59,4,21971
492,434,3,21972
4,495,2,21973
201,415,2,21974
11,435,3,21975
396,340,3,21976
372,377,2,21977
224,181,3,21978
296,303,2,21979
306,430,3,21980
689,117,3,21981
351,75,3,21982
45,226,4,21983
355,293,3,21984
239,347,3,21985
140,203,3,21986
661,491,2,21987
641,348,3,21988
844,482,2,21989
268,312,3,21990
417,402,3,21991
136,115,2,21992
350,160,3,21993
129,78,3,21994
978,56,2,21995
862,56,4,21996
399,362,3,21997
334,133,3,21998
13,282,3,21999
805,146,3,22000
420,126,3,22001
771,313,3,22002
217,392,2,22003
744,368,3,22004
679,142,3,22005
488,484,3,22006
259,217,3,22007
488,436,3,22008
442,98,3,22009
181,168,3,22010
232,443,2,22011
92,116,3,22012
471,3,4,22013
84,166,4,22014
518,380,2,22015
406,231,2,22016
250,84,3,22017
318,192,3,22018
634,424,3,22019
600,94,3,22020
886,299,2,22021
357,44,2,22022
764,452,3,22023
884,478,3,22024
565,439,3,22025
221,465,4,22026
71,375,3,22027
473,167,2,22028
697,142,4,22029
18,9,3,22030
983,271,3,22031
682,414,4,22032
363,15,3,22033
79,283,2,22034
189,147,2,22035
674,442,3,22036
264,359,3,22037
649,300,3,22038
465,364,2,22039
541,303,3,22040
479,167,3,22041
602,90,2,22042
722,329,2,22043
299,173,3,22044
645,372,4,22045
23,200,3,22046
730,6,3,22047
5,117,2,22048
160,84,3,22049
877,247,3,22050
165,427,3,22051
144,30,2,22052
932,394,4,22053
219,132,3,22054
575,75,3,22055
642,311,3,22056
318,360,4,22057
37,53,3,22058
641,217,2,22059
513,245,3,22060
139,295,4,22061
257,104,3,22062
380,335,3,22063
477,184,4,22064
302,493,3,22065
755,163,4,22066
643,202,2,22067
407,209,2,22068
858,100,3,22069
445,385,2,22070
782,458,3,22071
986,48,4,22072
367,238,3,22073
726,290,3,22074
371,349,3,22075
430,279,3,22076
466,315,3,22077
988,76,3,22078
815,150,2,22079
395,496,4,22080
495,296,3,22081
668,197,3,22082
946,383,3,22083
406,286,2,22084
492,404,3,22085
535,455,3,22086
491,8,3,22087
917,131,3,22088
76,225,4,22089
130,484,3,22090
887,411,2,22091
89,497,3,22092
628,109,4,22093
888,353,3,22094
270,391,4,22095
431,226,2,22096
471,243,4,22097
307,54,4,22098
36,387,3,22099
54,11,3,22100
914,462,2,22101
696,477,3,22102
748,292,3,22103
715,210,2,22104
225,6,3,22105
731,310,3,22106
539,476,3,22107
804,211,2,22108
188,74,3,22109
753,113,2,22110
678,105,4,22111
150,435,1,22112
877,83,3,22113
211,266,3,22114
833,268,3,22115
460,424,3,22116
176,270,3,22117
311,181,4,22118
158,188,2,22119
185,470,3,22120
955,308,3,22121
981,245,3,22122
828,463,3,22123
383,41,3,22124
284,467,3,22125
299,476,4,22126
900,435,2,22127
368,361,3,22128
485,436,3,22129
435,293,3,22130
427,180,3,22131
882,385,2,22132
876,181,2,22133
339,490,3,22134
494,460,4,22135
729,162,3,22136
557,455,3,22137
91,104,3,22138
718,438,4,22139
497,327,3,22140
650,28,2,22141
508,250,3,22142
964,190,3,22143
46,366,3,22144
250,262,2,22145
884,63,3,22146
849,319,2,22147
859,267,2,22148
523,291,3,22149
28,138,4,22150
436,453,3,22151
596,73,3,22152
762,223,4,22153
46,416,3,22154
592,450,3,22155
632,42,3,22156
657,73,4,22157
52,232,3,22158
806,362,3,22159
199,161,3,22160
548,424,3,22161
96,48,3,22162
895,9,2,22163
39,401,2,22164
152,105,4,22165
552,163,1,22166
769,210,4,22167
201,432,3,22168
706,52,3,22169
146,498,2,22170
281,309,3,22171
754,50,3,22172
494,408,3,22173
625,272,3,22174
457,119,2,22175
700,45,3,22176
242,310,3,22177
561,330,3,22178
10,395,3,22179
423,47,3,22180
376,55,3,22181
525,214,2,22182
369,439,3,22183
756,53,2,22184
483,272,4,22185
940,388,3,22186
130,8,3,22187
723,121,3,22188
498,338,3,22189
20,207,3,22190
32,132,3,22191
919,190,3,22192
974,25,3,22193
363,88,2,22194
91,32,2,22195
237,17,3,22196
273,421,4,22197
288,26,3,22198
816,433,4,22199
910,107,3,22200
972,435,2,22201
737,323,4,22202
866,18,2,22203
734,280,3,22204
103,331,4,22205
331,361,3,22206
920,288,3,22207
443,36,2,22208
347,379,4,22209
755,42,4,22210
125,8,3,22211
525,130,2,22212
324,183,3,22213
281,382,3,22214
52,40,3,22215
849,357,4,22216
532,376,4,22217
294,207,4,22218
999,150,3,22219
476,457,3,22220
953,68,4,22221
842,412,4,22222
829,436,3,22223
300,26,3,22224
627,417,4,22225
653,40,2,22226
105,73,3,22227
571,297,2,22228
633,434,3,22229
714,10,2,22230
930,146,3,22231
215,373,3,22232
320,459,3,22233
956,302,3,22234
525,66,3,22235
691,364,3,22236
753,159,3,22237
463,485,3,22238
521,123,3,22239
272,240,4,22240
935,451,3,22241
958,142,3,22242
864,166,3,22243
568,137,3,22244
326,352,3,22245
528,331,3,22246
272,366,3,22247
375,399,3,22248
374,333,3,22249
2,242,3,22250
619,50,2,22251
881,349,3,22252
173,115,3,22253
694,360,2,22254
354,153,3,22255
758,75,3,22256
926,243,3,22257
80,228,4,22258
71,402,3,22259
217,451,3,22260
910,242,4,22261
589,157,3,22262
559,311,2,22263
297,23,3,22264
109,51,3,22265
938,289,3,22266
443,466,3,22267
258,323,3,22268
650,396,2,22269
817,337,4,22270
786,43,2,22271
258,112,2,22272
738,64,4,22273
162,163,3,22274
664,319,2,22275
359,268,3,22276
323,325,3,22277
586,256,4,22278
199,437,3,22279
609,103,3,22280
371,392,3,22281
163,112,3,22282
614,489,3,22283
548,105,3,22284
698,363,3,22285
20,147,3,22286
997,128,3,22287
795,198,3,22288
746,439,2,22289
619,8,2,22290
960,419,3,22291
225,417,3,22292
208,244,3,22293
287,65,3,22294
867,152,3,22295
490,434,4,22296
702,217,3,22297
428,153,3,22298
788,81,4,22299
220,434,3,22300
279,110,3,22301
91,11,3,22302
138,154,3,22303
22,416,3,22304
975,219,3,22305
347,236,3,22306
764,421,3,22307
182,197,3,22308
681,122,4,22309
924,33,3,22310
380,312,3,22311
514,5,3,22312
303,101,2,22313
191,375,3,22314
524,35,3,22315
974,69,2,22316
288,104,4,22317
715,312,3,22318
54,106,3,22319
652,224,3,22320
306,347,4,22321
820,35,4,22322
132,374,2,22323
24,336,3,22324
36,18,4,22325
34,362,3,22326
417,309,2,22327
429,5,3,22328
466,384,3,22329
198,33,4,22330
567,255,3,22331
210,96,2,22332
793,488,3,22333
500,240,3,22334
169,346,4,22335
293,409,3,22336
738,314,4,22337
126,467,3,22338
791,366,2,22339
757,89,2,22340
403,5,3,22341
450,265,4,22342
907,96,3,22343
149,445,2,22344
956,79,3,22345
16,137,3,22346
651,338,3,22347
507,39,3,22348
918,167,2,22349
73,73,3,22350
49,9,3,22351
102,349,3,22352
387,384,2,22353
298,338,3,22354
388,477,3,22355
473,103,2,22356
801,449,3,22357
12,156,3,22358
448,173,3,22359
673,446,2,22360
131,27,3,22361
594,384,3,22362
931,362,4,22363
268,250,3,22364
369,105,3,22365
772,352,3,22366
525,79,3,22367
887,159,4,22368
177,154,1,22369
546,258,3,22370
259,134,3,22371
460,488,3,22372
642,80,3,22373
366,58,3,22374
73,238,3,22375
128,411,3,22376
314,373,3,22377
436,137,3,22378
454,102,3,22379
898,390,4,22380
8,231,3,22381
610,217,3,22382
748,221,3,22383
679,369,4,22384
573,317,4,22385
998,9,3,22386
745,86,2,22387
778,203,3,22388
317,332,3,22389
359,240,4,22390
55,109,4,22391
48,242,3,22392
15,72,4,22393
883,201,2,22394
92,136,2,22395
32,87,3,22396
418,202,4,22397
550,113,3,22398
844,246,2,22399
854,408,3,22400
881,207,3,22401
311,431,4,22402
468,393,4,22403
808,359,4,22404
210,354,3,22405
570,155,3,22406
633,119,2,22407
808,321,4,22408
434,61,3,22409
669,39,4,22410
753,39,2,22411
452,357,2,22412
14,123,2,22413
739,386,5,22414
279,424,2,22415
958,47,3,22416
188,303,3,22417
558,183,3,22418
104,368,2,22419
500,459,3,22420
205,17,3,22421
363,250,3,22422
749,339,3,22423
406,452,3,22424
832,364,3,22425
813,65,3,22426
847,452,2,22427
149,192,3,22428
907,146,2,22429
405,182,3,22430
105,235,4,22431
637,445,3,22432
400,12,3,22433
890,322,3,22434
260,99,3,22435
699,398,3,22436
336,299,3,22437
118,45,2,22438
412,67,2,22439
383,479,3,22440
304,170,3,22441
869,195,3,22442
332,19,3,22443
703,432,3,22444
882,425,3,22445
216,477,4,22446
590,374,3,22447
35,263,3,22448
27,371,3,22449
85,187,2,22450
304,253,3,22451
421,79,4,22452
185,4,3,22453
557,353,4,22454
496,101,4,22455
970,1,3,22456
216,24,3,22457
256,222,4,22458
452,423,3,22459
580,196,3,22460
503,271,3,22461
693,446,3,22462
17,106,4,22463
528,124,3,22464
482,81,2,22465
3,114,3,22466
350,350,4,22467
648,286,3,22468
15,297,4,22469
424,463,3,22470
723,245,3,22471
176,30,2,22472
508,49,3,22473
654,51,2,22474
232,165,2,22475
37,490,3,22476
443,19,2,22477
610,214,4,22478
555,110,2,22479
486,88,4,22480
318,117,3,22481
433,405,3,22482
821,392,4,22483
398,303,3,22484
403,162,3,22485
250,356,2,22486
194,59,2,22487
609,417,4,22488
867,354,3,22489
584,221,3,22490
630,181,2,22491
895,217,3,22492
255,395,4,22493
87,360,3,22494
786,491,4,22495
335,25,3,22496
406,120,2,22497
288,361,3,22498
440,29,3,22499
918,201,3,22500
893,35,3,22501
636,222,4,22502
746,123,3,22503
981,170,3,22504
997,494,4,22505
961,180,3,22506
214,117,3,22507
226,378,3,22508
828,95,3,22509
631,490,4,22510
436,11,2,22511
488,250,3,22512
578,481,3,22513
549,279,3,22514
741,336,3,22515
167,448,2,22516
952,327,2,22517
245,78,3,22518
625,300,2,22519
728,199,3,22520
892,499,4,22521
863,241,4,22522
12,365,4,22523
718,261,3,22524
96,70,3,22525
992,302,3,22526
860,229,4,22527
356,299,3,22528
543,249,4,22529
253,258,3,22530
181,339,3,22531
973,475,3,22532
165,3,3,22533
462,144,3,22534
164,343,3,22535
997,361,3,22536
104,35,3,22537
313,168,2,22538
519,450,3,22539
925,85,4,22540
511,408,3,22541
435,314,4,22542
541,100,2,22543
578,387,3,22544
860,440,2,22545
62,31,3,22546
598,210,3,22547
462,50,3,22548
574,79,3,22549
342,231,3,22550
877,100,3,22551
128,18,3,22552
356,418,2,22553
958,93,3,22554
80,102,4,22555
880,153,4,22556
780,117,3,22557
853,493,2,22558
790,491,4,22559
874,224,4,22560
986,418,3,22561
779,136,2,22562
225,333,3,22563
228,322,3,22564
107,299,3,22565
444,404,3,22566
352,482,3,22567
266,172,3,22568
927,213,3,22569
246,105,3,22570
594,291,5,22571
373,420,4,22572
716,347,4,22573
560,142,3,22574
140,52,4,22575
106,32,4,22576
199,118,5,22577
799,228,3,22578
629,175,2,22579
963,184,3,22580
829,498,3,22581
849,214,3,22582
732,129,3,22583
757,122,2,22584
7,402,3,22585
626,368,3,22586
799,104,3,22587
980,24,3,22588
52,246,3,22589
336,280,3,22590
32,286,3,22591
547,342,3,22592
890,238,4,22593
176,43,3,22594
303,157,3,22595
732,399,3,22596
741,90,3,22597
921,458,2,22598
430,420,3,22599
130,409,3,22600
737,224,4,22601
142,65,2,22602
539,124,3,22603
211,421,4,22604
427,436,4,22605
591,237,3,22606
643,327,2,22607
811,118,4,22608
45,83,2,22609
793,351,3,22610
12,124,3,22611
836,171,3,22612
